title	short_title	link	saleprice	oldprice	reviews	percentoff
WAVLINK USB 3.0 to SATA I/II/III Dual-Bay External Hard Drive Docking Station for 2.5/3.5 Inch HDD/SSD with UASP (6Gbps) / Offline Clone Duplicator Function (2 x 10TB), Tool-free Supported	WAVLINK USB 3.0 to SATA I	/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_black-friday_sr_pg2_1?ie=UTF8&adId=A0145754Q4IKD2LTZWYL&url=%2FDual-Bay-External-Duplicator-Tool-free-Supported%2Fdp%2FB076H5P6Z1%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252021%26s%3Dblack-friday%26sr%3D1-38-spons%26psc%3D1&qualifier=1606252024&id=6810469943219796&widgetName=sp_btf	29.99	29.99	106	0
AEGO 120GB SSD 2.5 inch Internal Solid State Drive for PCs -SSD 120GB	AEGO 120GB SSD 2.5 inch I	/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_black-friday_sr_pg3_1?ie=UTF8&adId=A0558144GMYC427GH1SR&url=%2FAEGO-120GB-Internal-Solid-State%2Fdp%2FB081HXR9NH%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252024%26s%3Dblack-friday%26sr%3D1-33-spons%26psc%3D1&qualifier=1606252027&id=5948519641446544&widgetName=sp_atf_next	19.99	19.99	3	0
4 Bay RAID Hard Drive Enclosure, Yottamaster Gaming-grade RGB 4 Bay RAID Enclosure Support RAID 0/1/3/5/10/JBOD(SPAN)/PM, Aluminum 4 Bay HDD Enclosure for 3.5"/2.5" HDD/SSDs	4 Bay RAID Hard Drive Enc	/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_black-friday_sr_pg3_1?ie=UTF8&adId=A01326394TWD1URJSF2P&url=%2FEnclosure-Yottamaster-Gaming-grade-Support-Aluminum-4-Bay-RAID%2Fdp%2FB08G4HT62V%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252024%26s%3Dblack-friday%26sr%3D1-34-spons%26psc%3D1&qualifier=1606252027&id=5948519641446544&widgetName=sp_atf_next	258.99	258.99	0	0
Seagate Ultra Touch SSD, 1 TB, Portable External SSD, 2.5", USB 3.0, PC & Mac, Black, 4 mo Adobe Creative Cloud Photography Plan and Three-yr Rescue Services (STJW1000401)	Seagate Ultra Touch SSD, 	/ULTRA-TOUCH-SSD-1TB-BLACK/dp/B0886YVSRK/ref=sr_1_105?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-105	139.88	139.88	9	0
Vbestlife SATA Interface Network Adaptor HDD Hard Disk Adapter for Sony PS2 Playstation 2 No IDE	Vbestlife SATA Interface 	/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_black-friday_sr_pg5_1?ie=UTF8&adId=A06871021XEXPJ5RJ8AEK&url=%2FVBESTLIFE-Interface-Network-Adaptor-Playstation-Multi-coloured%2Fdp%2FB0778HN4KQ%2Fref%3Dsr_1_86_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252030%26s%3Dblack-friday%26sr%3D1-86-spons%26psc%3D1&qualifier=1606252033&id=8894685183270966&widgetName=sp_btf	17.99	17.99	293	0
ICY BOX External USB C Case for 2.5" HDD / SSD Waterproof USB 3.1 (Gen 2 10Gbps) Built-in Cable Silver/Black	ICY BOX External USB C Ca	/Icy-C31-External-Housing-Black-Silver/dp/B07DCM15PL/ref=sr_1_39?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252024&s=black-friday&sr=1-39	24.46	24.46	200	0
G-Technology G-DRIVE Mobile 4 TB with USB-C, Space Grey	G-Technology G-DRIVE Mobi	/G-Technology-G-Drive-Mobile-Portable-External/dp/B07G4CZCYM/ref=sr_1_42?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252024&s=black-friday&sr=1-42	118.79	118.79	761	0
Cyleibe 25pcs Computer Case Thumb Screws, Fastener Thumb Screws for PC Computer Case Cover/Power Supply/PCI Slots/Hard Drives - Black	Cyleibe 25pcs Computer Ca	/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_black-friday_sr_pg3_1?ie=UTF8&adId=A01678071QXARWBW4Q3WJ&url=%2FCyleibe-Computer-Screws-Fastener-Supply%2Fdp%2FB08L8QN1GN%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252024%26s%3Dblack-friday%26sr%3D1-43-spons%26psc%3D1&qualifier=1606252027&id=5948519641446544&widgetName=sp_mtf	5.99	5.99	0	0
Data Transfer Cable, ICZI USB Easy Transfer Cable (5ft/1.5m), Smart KM (Keyboard & Mouse) Link for Windows 10, 8.1, 8, 7, Vista, XP, Mac OS (usb 2.0)	Data Transfer Cable, ICZI	/Transfer-Cable-ICZI-Keyboard-Windows/dp/B01IVI3KE0/ref=sr_1_146?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252046&s=black-friday&sr=1-146	10.53	10.53	28	0
TerraMaster F2-422 10GbE NAS 2-Bay Network Storage Server Intel Quad-core CPU with Hardware Encryption (Diskless)	TerraMaster F2-422 10GbE 	/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_black-friday_sr_pg3_1?ie=UTF8&adId=A063002912IG2HNPFGAQA&url=%2FTerraMaster-Quad-core-Hardware-Encryption-Diskless%2Fdp%2FB089K79LX7%2Fref%3Dsr_1_44_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252024%26s%3Dblack-friday%26sr%3D1-44-spons%26psc%3D1&qualifier=1606252027&id=5948519641446544&widgetName=sp_mtf	319.99	319.99	20	0
UGREEN Hard Drive Cable USB 3.0 A to Micro USB B Lead Portable Compatible with External Hard Drives Western Digital My Passport,WD Elements,Seagate Expansion, Toshiba, Samsung M3 1TB/S5, LaCie (0.5M)	UGREEN Hard Drive Cable U	/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_black-friday_sr_pg3_1?ie=UTF8&adId=A0155980OAUFTQA4JZG7&url=%2FUGREEN-Portable-External-Passport-Expansion-black%2Fdp%2FB00P0C4M3Y%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252024%26s%3Dblack-friday%26sr%3D1-53-spons%26psc%3D1&qualifier=1606252027&id=5948519641446544&widgetName=sp_btf	7.99	7.99	0	0
Vbestlife 120GB 250GB HDD Hard Drive Disk Kit for XBOX 360 Internal Slim Black (250GB)	Vbestlife 120GB 250GB HDD	/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_black-friday_sr_pg3_1?ie=UTF8&adId=A06023193AJMQG3V27YV1&url=%2FVBESTLIFE-120GB-250GB-Drive-Internal%2Fdp%2FB07CMZRC2G%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252024%26s%3Dblack-friday%26sr%3D1-54-spons%26psc%3D1&qualifier=1606252027&id=5948519641446544&widgetName=sp_btf	42.99	42.99	0	0
Baolongking USB C to B Cable, USB C Printer Cable, Type C Male to USB B Male Lead, (Thunderbolt 3 Compatible) for New MacBook,Dell,HP, Canon, Microsoft Surface Pro,etc (8m)	Baolongking USB C to B Ca	/Baolongking-Printer-Thunderbolt-Compatible-Microsoft-8m/dp/B081R6XMYJ/ref=sr_1_171?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252049&s=black-friday&sr=1-171	7.99	7.99	0	0
